sortedNum,requireLen,example,tipsLen,quesClass,Fundamentals,Algorithms,Common.Data.Structures,Advanced.Data.Structures,Techniques,Math,Other,otherCom,huawei,bytedance,microsoft,google,amazon,tencent,recursion,linked-list,math,hash-table,string,binary-search,divide-and-conquer,dynamic-programming,greedy,two-pointers,sorting,backtracking,heap-priority-queue,simulation,depth-first-search,binary-tree,breadth-first-search,union-find,graph,geometry,database,topological-sort,prefix-sum,shortest-path,bitmask,difficulty,require,tips,ifcom,topicNum
44,47,2,72,剑指,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,输入一个非负整数数组，把数组里所有数字拼接起来排成一个数，打印能拼接出的所有数字中最小的一个。,0<nums.length<=100输出结果可能非常大，所以你需要返回一个字符串而不是整数拼接起来的数字可能会有前导0，最后结果不需要去掉前导0,1,3
45,106,1,8,剑指,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给定一个数字，我们按照如下规则把它翻译为字符串：0翻译成“a”，1翻译成“b”，……，11翻译成“l”，……，25翻译成“z”。一个数字可能有多个翻译。请编程实现一个函数，用来计算一个数字有多少种不同的翻译方法。,0<=num<2,1,2
46,122,1,39,剑指,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,在一个m*n的棋盘的每一格都放有一个礼物，每个礼物都有一定的价值（价值大于0）。你可以从棋盘的左上角开始拿格子里的礼物，并每次向右或者向下移动一格、直到到达棋盘的右下角。给定一个棋盘及其上面的礼物的价值，请计算你最多能拿到多少价值的礼物？提示：,0<grid.length<=2000<grid[0].length<=200,1,3
47,55,3,15,剑指,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,请从字符串中找出一个最长的不包含重复字符的子字符串，计算该最长子字符串的长度。提示：注意：本题与主站3题相同：,s.length<=40000,1,3
48,64,1,0,剑指,0,1,2,0,0,1,0,1,0,1,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,我们把只包含质因子2、3和5的数称作丑数（UglyNumber）。求按从小到大的顺序的第n个丑数。注意：本题与主站264题相同：,,1,4
49,42,2,0,剑指,1,0,2,0,1,0,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,在字符串s中找出第一个只出现一次的字符。如果没有，返回一个单空格。s只包含小写字母。,,1,4
50,62,1,0,剑指,1,3,1,2,0,0,0,1,0,1,0,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HARD,在数组中的两个数字，如果前面一个数字大于后面的数字，则这两个数字组成一个逆序对。输入一个数组，求出这个数组中的逆序对的总数。,,1,7
51,38,3,155,剑指,0,0,2,0,1,0,0,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,输入两个链表，找出它们的第一个公共节点。如下面的两个链表在节点c1开始相交。,如果两个链表没有交点，返回null在返回结果后，两个链表仍须保持原有的结构。可假定整个链表结构中没有循环。程序尽量满足O()时间复杂度，且仅用O()内存。本题与主站160题相同：https://leetcode-cn.com/problems/intersection-of-two-linked-lists/,1,3
52,37,2,61,剑指,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,统计一个数字在排序数组中出现的次数。本题与主站34题相同（仅返回值不同）：,0<=nums.length<=10-10<=nums[i]<=10nums是一个非递减数组-10<=target<=10,1,2
53,83,2,0,剑指,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,一个长度为n-1的递增排序数组中的所有数字都是唯一的，并且每个数字都在范围0～n-1之内。在范围0～n-1内的n个数字中有且只有一个数字不在该数组中，请找出这个数字。,,1,5
54,23,2,13,剑指,0,1,3,0,0,0,0,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,给定一棵二叉搜索树，请找出其中第大的节点的值。,1≤k≤二叉搜索树元素个数,1,4
55,98,1,0,剑指,0,2,2,0,0,0,0,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,输入一棵二叉树的根节点，求该树的深度。从根节点到叶节点依次经过的节点（含根、叶节点）形成树的一条路径，最长路径的长度为树的深度。例如：给定二叉树，返回它的最大深度3。注意：本题与主站104题相同：,,1,4
56,99,2,16,剑指,0,1,2,0,0,0,0,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,"输入一棵二叉树的根节点，判断该树是不是平衡二叉树。如果某二叉树中任意节点的左右子树的深度相差不超过1，那么它就是一棵平衡二叉树。给定二叉树返回。

给定二叉树返回。注意：本题与主站110题相同：",0<=树的结点个数<=10000,1,3
57,68,2,21,剑指,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,一个整型数组里除两个数字之外，其他数字都出现了两次。请写程序找出这两个只出现一次的数字。要求时间复杂度是O(n)，空间复杂度是O(1)。,2<=nums.length<=10000,1,2
58,44,2,36,剑指,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,在一个数组中除一个数字只出现一次之外，其他数字都出现了三次。请找出那个只出现一次的数字。,1<=nums.length<=100001<=nums[i]<2^31,1,2
59,62,2,36,剑指,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,输入一个递增排序的数组和一个数字s，在数组中查找两个数，使得它们的和正好是s。如果有多对数字的和等于s，则输出任意一对即可。,1<=nums.length<=10^51<=nums[i]<=10^6,1,3
60,62,2,15,剑指,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,输入一个正整数，输出所有和为的连续正整数序列（至少含有两个数）。序列内的数字由小到大排列，不同序列按照首个数字从小到大排列。,1<=target<=10^5,1,3
61,113,3,79,剑指,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,"输入一个英文句子，翻转句子中单词的顺序，但单词内字符的顺序不变。为简单起见，标点符号和普通字母一样处理。例如输入字符串""Iamastudent.""，则输出""student.aamI""。本题与主站151题相同：此题对比原题有改动",无空格字符构成一个单词。输入字符串可以在前面或者后面包含多余的空格，但是反转后的字符不能包括。如果两个单词间有多余的空格，将反转后单词间的空格减少到只含一个。,1,2
62,101,2,20,剑指,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,"字符串的左旋转操作是把字符串前面的若干个字符转移到字符串的尾部。请定义一个函数实现字符串左旋转操作的功能。比如，输入字符串""abcdefg""和数字2，该函数将返回左旋转两位得到的结果""cdefgab""。",1<=k<s.length<=10000,1,3
63,67,1,0,剑指,0,0,3,0,1,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HARD,给定一个数组和滑动窗口的大小，请找出所有滑动窗口里的最大值。你可以假设总是有效的，在输入数组的情况下，。注意：本题与主站239题相同：,,1,4
64,54,2,58,剑指,0,0,2,0,0,0,1,1,0,1,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,请定义一个队列并实现函数得到队列里的最大值，要求函数、和的时间复杂度都是O(1)。若队列为空，和需要返回-1,"1<=push_back,pop_front,max_value的总操作数<=100001<=value<=10^5",1,3
65,97,2,0,剑指,0,1,0,0,0,2,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,把n个骰子扔在地上，所有骰子朝上一面的点数之和为s。输入n，打印出s的所有可能的值出现的概率。你需要用一个浮点数数组返回答案，其中第i个元素代表这n个骰子所能掷出的点数集合中第i小的那个的概率。,,1,3
66,104,2,0,剑指,2,0,0,0,0,0,0,1,0,1,0,0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,"从中随机抽张牌，判断是不是一个顺子，即这5张牌是不是连续的。2～10为数字本身，A为1，J为11，Q为12，K为13，而大、小王为0，可以看成任意数字。A不能视为14。数组长度为5数组的数取值为[0,13].",,1,2
67,150,2,20,剑指,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,"0,1,···,n-1这n个数字排成一个圆圈，从数字0开始，每次从这个圆圈里删除第m个数字（删除后从下一个数字开始计数）。求出这个圆圈里剩下的最后一个数字。例如，0、1、2、3、4这5个数字组成一个圆圈，从数字0开始每次删除第3个数字，则删除的前4个数字依次是2、0、4、1，因此最后剩下的数字是3。",1<=n<=10^51<=m<=10^6,1,2
68,58,2,0,剑指,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,假设把某股票的价格按照时间先后顺序存储在数组中，请问买卖该股票一次可能获得的最大利润是多少？本题与主站121题相同：,,1,2
69,60,2,11,剑指,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,求，要求不能使用乘除法、for、while、if、else、switch、case等关键字及条件判断语句（A?B:C）。,1<=n<=10000,1,3
70,47,1,19,剑指,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,EASY,写一个函数，求两个整数之和，要求在函数体内不得使用“+”、“-”、“*”、“/”四则运算符号。,均可能是负数或0结果不会溢出32位整数,1,2
71,44,1,33,剑指,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,"给定一个数组，请构建一个数组，其中的值是数组中除了下标以外的元素的积,即。不能使用除法。",所有元素乘积之和不会溢出32位整数a.length<=100000,1,2
72,412,5,0,剑指,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,"写一个函数StrToInt，实现把字符串转换成整数这个功能。不能使用atoi或者其他类似的库函数。首先，该函数会根据需要丢弃无用的开头空格字符，直到寻找到第一个非空格的字符为止。当我们寻找到的第一个非空字符为正或者负号时，则将该符号与之后面尽可能多的连续数字组合起来，作为该整数的正负号；假如第一个非空字符是数字，则直接将其与之后连续的数字字符组合起来，形成整数。该字符串除了有效的整数部分之后也可能会存在多余的字符，这些字符可以被忽略，它们对于函数不应该造成影响。注意：假如该字符串中的第一个非空格字符不是一个有效整数字符、字符串为空或字符串仅包含空白字符时，则你的函数不需要进行转换。在任何情况下，若函数不能进行有效的转换时，请返回0。假设我们的环境只能存储32位大小的有符号整数，那么其数值范围为[−2,2−1]。如果数值超过这个范围，请返回INT_MAX(2−1)或INT_MIN(−2)。注意：本题与主站8题相同：",,1,1
73,157,2,35,剑指,0,1,3,0,0,0,0,1,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,"给定一个二叉搜索树,找到该树中两个指定节点的最近公共祖先。中最近公共祖先的定义为：“对于有根树T的两个结点p、q，最近公共祖先表示为一个结点x，满足x是p、q的祖先且x的深度尽可能大（）。”例如，给定如下二叉搜索树:root=[6,2,8,0,4,7,9,null,null,3,5]注意：本题与主站235题相同：",所有节点的值都是唯一的。p、q为不同节点且均存在于给定的二叉搜索树中。,1,4
74,153,2,33,剑指,0,1,2,0,0,0,0,1,0,1,0,0,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,"给定一个二叉树,找到该树中两个指定节点的最近公共祖先。中最近公共祖先的定义为：“对于有根树T的两个结点p、q，最近公共祖先表示为一个结点x，满足x是p、q的祖先且x的深度尽可能大（）。”例如，给定如下二叉树:root=[3,5,1,6,2,0,8,null,null,7,4]注意：本题与主站236题相同：",所有节点的值都是唯一的。p、q为不同节点且均存在于给定的二叉树中。,1,3
0,26,2,44,面试题,2,0,1,0,1,0,0,1,0,1,1,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,实现一个算法，确定一个字符串的所有字符是否全都不同。,0<=len(s)<=100s[i]仅包含小写字母如果你不使用额外的数据结构，会很加分。,1,4
1,54,2,30,面试题,2,0,1,0,0,0,0,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,给定两个由小写字母组成的字符串和，请编写一个程序，确定其中一个字符串的字符重新排列后，能否变成另一个字符串。,0<=len(s1)<=1000<=len(s2)<=100,1,3
2,93,2,20,面试题,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,URL化。编写一种方法，将字符串中的空格全部替换为。假定该字符串尾部有足够的空间存放新增字符，并且知道字符串的“真实”长度。（注：用实现的话，请使用字符数组实现，以便直接在数组上操作。）,"字符串长度在[0,500000]范围内。",1,1
3,79,1,0,面试题,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,给定一个字符串，编写一个函数判定其是否为某个回文串的排列之一。回文串是指正反两个方向都一样的单词或短语。排列是指字母的重新排列。回文串不一定是字典当中的单词。,,1,3
4,73,2,0,面试题,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,字符串有三种编辑操作:插入一个英文字符、删除一个英文字符或者替换一个英文字符。给定两个字符串，编写一个函数判定它们是否只需要一次(或者零次)编辑。,,1,2
5,98,2,0,面试题,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,字符串压缩。利用字符重复出现的次数，编写一种方法，实现基本的字符串压缩功能。比如，字符串会变为。若“压缩”后的字符串没有变短，则返回原先的字符串。你可以假设字符串中只包含大小写英文字母（a至z）。,,1,2
6,71,2,0,面试题,2,0,0,0,0,1,0,0,1,1,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给你一幅由矩阵表示的图像，其中每个像素的大小为4字节。请你设计一种算法，将图像旋转90度。不占用额外内存空间能否做到？：本题与主站48题相同：,,1,3
7,33,2,0,面试题,2,0,1,0,0,0,0,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,编写一种算法，若M×N矩阵中某个元素为0，则将其所在的行与列清零。,,1,3
8,43,2,0,面试题,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,字符串轮转。给定两个字符串和，请编写代码检查是否为旋转而成（比如，是旋转后的字符串）。,,1,2
9,48,2,0,面试题,0,0,2,0,1,0,0,0,0,1,0,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,编写代码，移除未排序链表中的重复节点。保留最开始出现的节点。如果不得使用临时缓冲区，该怎么解决？,,1,3
10,50,1,0,面试题,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,实现一种算法，找出单向链表中倒数第k个节点。返回该节点的值。本题相对原题稍作改动给定的保证是有效的。,,1,2
11,105,1,0,面试题,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,若链表中的某个节点，既不是链表头节点，也不是链表尾节点，则称其为该链表的「中间节点」。假定已知链表的某一个中间节点，请实现一种算法，将该节点从链表中删除。例如，传入节点（位于单向链表中），将其删除后，剩余链表为,,1,1
12,64,2,49,面试题,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给你一个链表的头节点和一个特定值，请你对链表进行分隔，使得所有的节点都出现在的节点之前。你不需要每个分区中各节点的初始相对位置。,"链表中节点的数目在范围[0,200]-100<=Node.val<=100-200<=x<=200",1,2
13,97,2,0,面试题,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给定两个用链表表示的整数，每个节点包含一个数位。这些数位是反向存放的，也就是个位排在链表首部。编写函数对这两个整数求和，并用链表形式返回结果。思考一下，假设这些数位是正向存放的，又该如何解决呢?,,1,3
14,51,2,0,面试题,0,1,2,0,1,0,0,1,1,1,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,"编写一个函数，检查输入的链表是否是回文的。
你能否用O(n)时间复杂度和O(1)空间复杂度解决此题？",,1,4
15,113,3,163,面试题,0,0,2,0,1,0,0,1,0,1,0,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,给你两个单链表的头节点和，请你找出并返回两个单链表相交的起始节点。如果两个链表没有交点，返回。图示两个链表在节点开始相交题目数据整个链式结构中不存在环。，函数返回结果后，链表必须。你能否设计一个时间复杂度、仅用内存的解决方案？,"listA中节点数目为listB中节点数目为0<=m,n<=3*101<=Node.val<=100<=skipA<=m0<=skipB<=n如果listA和listB没有交点，intersectVal为如果listA和listB有交点，intersectVal==listA[skipA+1]==listB[skipB+1]",1,3
16,144,3,16,面试题,0,0,2,0,1,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给定一个链表，如果它是有环链表，实现一个算法返回环路的。若环不存在，请返回。如果链表中有某个节点，可以通过连续跟踪指针再次到达，则链表中存在环。为了表示给定链表中的环，我们使用整数来表示链表尾连接到链表中的位置（索引从0开始）。如果是，则在该链表中没有环。，仅仅是为了标识链表的实际情况。,你是否可以不用额外空间解决此题？,1,3
17,66,2,14,面试题,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,三合一。描述如何只用一个数组来实现三个栈。你应该实现、、、方法。表示栈下标，表示压入的值。构造函数会传入一个参数，代表每个栈的大小。,0<=stackNum<=2,1,3
18,81,1,0,面试题,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,请设计一个栈，除了常规栈支持的pop与push函数以外，还支持min函数，该函数返回栈元素中的最小值。执行push、pop和min操作的时间复杂度必须为O(1)。,,1,2
19,206,2,0,面试题,0,0,2,0,0,0,1,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,堆盘子。设想有一堆盘子，堆太高可能会倒下来。因此，在现实生活中，盘子堆到一定高度时，我们就会另外堆一堆盘子。请实现数据结构，模拟这种行为。应该由多个栈组成，并且在前一个栈填满时新建一个栈。此外，和应该与普通栈的操作方法相同（也就是说，pop()返回的值，应该跟只有一个栈时的情况一样）。进阶：实现一个方法，根据指定的子栈，执行pop操作。当某个栈为空时，应当删除该栈。当栈中没有元素或不存在该栈时，，应返回-1.,,1,3
20,27,1,154,面试题,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,实现一个MyQueue类，该类用两个栈来实现一个队列。,你只能使用标准的栈操作--也就是只有pushtotoppeek/popfromtopsize和isempty操作是合法的。你所使用的语言也许不支持栈。你可以使用list或者deque（双端队列）来模拟一个栈，只要是标准的栈操作即可。假设所有操作都是有效的（例如，一个空的队列不会调用pop或者peek操作）。,1,3
21,90,2,0,面试题,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,栈排序。编写程序，对栈进行排序使最小元素位于栈顶。最多只能使用一个其他的临时栈存放数据，但不得将元素复制到别的数据结构（如数组）中。该栈支持如下操作：、、和。当栈为空时，返回-1。,,1,3
